team;T.min.;ints;dur;gr_int;pos;neg
39;10;14;31;6;3;0
39;11;16;75;8;2;1
39;12;21;72;0;0;0
39;13;16;42;0;1;0
39;14;14;45;0;1;0
39;15;16;51;4;1;0
39;16;8;20;3;0;0
39;17;10;44;1;0;0
39;18;7;15;3;0;0
39;19;9;34;1;1;0
39;20;5;39;0;1;0
39;21;31;71;9;7;1
39;22;14;36;1;1;1
39;23;14;39;2;1;0
39;24;22;55;5;0;9
39;25;12;35;0;0;0
39;26;14;50;1;1;0
39;27;14;38;3;0;0
39;28;14;41;3;5;0
39;29;20;62;0;3;0
39;30;23;55;5;0;0
39;31;17;39;2;1;0
39;32;17;43;0;3;0
39;33;22;55;0;0;0
39;34;10;29;2;0;0
39;35;25;63;3;1;0
39;36;13;47;4;2;0
39;37;11;56;5;0;0
39;38;16;60;8;2;0
39;39;22;69;10;1;0
39;40;13;39;6;0;0
39;41;27;87;3;5;0
39;42;29;106;0;0;0
39;43;24;120;0;1;0
39;44;27;126;0;0;0
39;45;29;131;0;1;0
39;46;16;81;0;3;0
39;47;23;77;7;1;0
39;48;8;26;1;2;0
39;49;15;43;7;0;1
39;50;26;80;5;5;1
39;51;23;46;1;4;0
39;52;26;65;5;4;0
39;53;15;48;1;1;0
39;54;3;7;0;0;0
39;55;14;56;2;0;0
39;56;12;62;1;0;0
39;57;15;44;7;2;0
39;58;17;65;3;4;0
39;59;12;60;4;0;0
39;60;14;44;3;3;0
40;1;28;89;8;7;0
40;2;26;79;11;4;0
40;3;30;88;8;2;0
40;4;43;104;15;7;0
40;5;24;82;6;3;0
40;6;22;80;1;3;0
40;7;24;61;11;3;0
40;8;19;60;6;7;0
40;9;34;114;15;1;3
40;10;24;71;11;8;0
40;11;30;96;3;4;1
40;12;27;123;0;1;1
40;13;26;86;1;7;0
40;14;25;110;0;4;1
40;15;30;109;0;3;0
40;16;15;86;0;1;0
40;17;24;93;1;1;4
40;18;35;120;2;3;3
40;19;37;102;1;1;5
40;20;28;87;4;0;5
40;21;17;51;2;0;1
40;22;23;87;4;0;4
40;23;23;89;5;1;0
40;24;18;91;6;1;3
40;25;26;76;8;5;1
40;26;22;80;6;1;0
40;27;32;83;9;12;0
40;28;19;82;8;3;0
40;29;23;89;4;0;0
40;30;11;89;2;2;0
40;31;13;55;0;2;0
40;32;16;78;4;4;0
40;33;13;55;6;4;0
40;34;34;102;13;6;0
40;35;30;83;12;3;2
40;36;23;106;5;2;0
40;37;21;98;0;4;0
40;38;25;112;1;9;3
40;39;28;80;3;12;1
40;40;19;62;4;5;0
40;41;19;68;5;6;0
40;42;32;102;8;5;5
40;43;6;26;3;0;0
40;44;24;63;11;0;1
40;45;14;66;6;1;1
40;46;20;81;10;5;1
40;47;26;105;4;3;0
40;48;25;96;8;5;0
40;49;23;99;11;5;1
40;50;12;68;4;1;1
40;51;19;65;2;1;0
40;52;32;86;11;3;1
40;53;17;74;5;1;0
40;54;16;69;5;2;1
40;55;20;59;7;4;1
40;56;20;68;8;1;2
40;57;14;55;2;3;1
40;58;23;86;5;2;0
40;59;26;74;6;0;2
40;60;20;75;7;0;1
41;1;24;61;6;0;0
41;2;23;72;6;1;0
41;3;21;83;0;0;0
41;4;28;120;0;1;0
41;5;25;69;0;6;0
41;6;24;100;0;1;0
41;7;31;119;0;1;0
41;8;30;106;2;1;0
41;9;21;79;0;1;0
41;10;20;72;2;1;0
41;11;29;63;5;8;0
41;12;31;93;14;1;0
41;13;14;62;1;0;0
41;14;11;63;0;1;0
41;15;22;84;0;2;0
41;16;31;121;0;2;0
41;17;33;96;0;0;0
41;18;22;83;0;0;0
41;19;24;78;6;2;0
41;20;28;81;7;0;0
41;21;28;84;7;2;0
41;22;26;84;8;2;0
41;23;33;76;3;2;1
41;24;29;89;6;2;0
41;25;16;73;5;1;1
41;26;29;92;2;0;0
41;27;15;84;1;1;0
41;28;19;72;2;0;0
41;29;31;90;1;1;0
41;30;14;55;5;0;1
41;31;14;74;4;0;0
41;32;27;72;11;1;0
41;33;16;54;6;1;0
41;34;16;63;5;1;0
41;35;25;67;5;1;0
41;36;20;59;4;0;1
41;37;15;50;4;2;0
41;38;14;69;5;1;0
41;39;27;84;5;1;0
41;40;27;82;3;1;0
41;41;22;64;4;3;0
41;42;25;52;5;0;1
41;43;21;53;8;2;0
41;44;31;86;8;3;1
41;45;18;60;8;0;1
41;46;26;60;10;0;0
41;47;30;86;9;0;0
41;48;19;56;5;0;0
41;49;40;85;11;0;1
41;50;7;44;2;0;0
41;51;8;34;2;0;0
41;52;12;54;1;0;0
41;53;13;69;1;0;0
41;54;20;83;3;1;0
41;55;28;75;7;4;1
41;56;26;77;13;2;0
41;57;18;72;7;0;0
41;58;33;92;13;0;0
41;59;30;79;13;0;0
41;60;23;53;11;0;1
42;1;14;68;6;1;1
42;2;33;79;8;7;0
42;3;32;81;3;1;0
42;4;31;79;4;5;1
42;5;31;89;5;9;1
42;6;19;63;4;2;2
42;7;15;62;4;0;0
42;8;19;55;3;0;0
42;9;19;52;4;0;0
42;10;18;50;7;0;0
42;11;27;74;6;1;0
42;12;31;83;2;2;0
42;13;25;78;3;1;2
42;14;15;58;1;4;0
42;15;17;48;1;0;0
42;16;24;66;4;1;0
42;17;29;76;6;3;4
42;18;18;66;4;0;2
42;19;20;65;4;2;0
42;20;16;44;2;2;0
42;21;25;61;2;3;2
42;22;13;36;1;0;0
42;23;21;78;5;2;0
42;24;27;73;0;1;1
42;25;29;91;10;4;1
42;26;26;86;3;4;0
42;27;30;84;2;9;0
42;28;12;46;4;3;0
42;29;18;64;3;1;1
42;30;30;90;4;3;0
42;31;15;69;0;1;1
42;32;26;83;3;1;0
42;33;31;90;5;2;4
42;34;27;81;5;1;0
42;35;21;61;2;0;0
42;36;23;56;7;0;0
42;37;21;62;3;0;0
42;38;25;68;1;2;0
42;39;25;120;6;3;1
42;40;29;126;8;2;0
42;41;25;92;5;3;0
42;42;44;133;4;4;0
42;43;40;128;5;3;0
42;44;33;97;14;3;0
42;45;39;99;9;11;4
42;46;37;78;17;3;1
42;47;36;87;14;4;3
42;48;28;73;9;4;1
42;49;34;95;15;2;1
42;50;28;67;12;3;0
42;51;3;6;0;0;0
44;1;20;56;9;3;0
44;2;34;76;7;4;0
44;3;26;64;6;1;0
44;4;28;61;12;0;0
44;5;25;72;3;1;1
44;6;23;57;4;1;0
44;7;16;38;1;0;0
44;8;11;26;4;0;0
44;9;17;45;1;0;0
44;10;17;38;1;0;0
44;11;22;57;3;1;0
44;12;20;48;4;1;0
44;13;30;75;7;1;0
44;14;19;58;5;0;0
44;15;18;42;2;2;0
44;16;16;46;3;1;0
44;17;17;67;3;0;0
44;18;25;79;2;3;1
44;19;10;43;4;1;0
44;20;27;79;7;0;0
44;21;19;67;6;0;0
44;22;16;56;3;0;0
44;23;13;38;4;0;0
44;24;15;56;0;1;0
44;25;28;67;5;1;0
44;26;20;59;6;1;0
44;27;24;57;7;0;0
44;28;22;63;5;1;0
44;29;12;37;3;0;1
44;30;6;16;1;0;0
44;31;17;54;0;0;0
44;32;21;65;4;1;1
44;33;25;100;5;1;0
44;34;29;84;13;1;0
44;35;12;37;1;0;0
44;36;20;66;3;1;0
44;37;15;26;2;0;0
44;38;28;59;4;3;2
44;39;18;45;2;4;0
44;40;29;68;11;0;0
44;41;25;64;7;0;0
44;42;21;73;5;0;0
44;43;30;80;12;1;0
44;44;31;65;11;0;0
44;45;10;27;3;0;0
44;46;26;58;9;0;0
44;47;41;80;15;1;1
44;48;47;86;22;4;0
44;49;21;53;7;0;1
44;50;5;15;2;0;0
45;1;20;68;9;0;0
45;2;13;65;6;2;0
45;3;24;79;7;1;0
45;4;32;84;7;1;2
45;5;24;78;5;4;0
45;6;26;61;2;4;0
45;7;32;75;5;1;1
45;8;27;77;3;5;0
45;9;19;63;0;0;0
45;10;29;89;1;0;0
45;11;15;72;2;0;0
45;12;19;90;3;0;0
45;13;10;38;4;0;0
45;14;22;65;4;3;1
45;15;18;67;2;2;2
45;16;24;78;4;0;1
45;17;25;91;6;1;0
45;18;15;58;6;1;0
45;19;16;96;4;0;0
45;20;5;22;1;1;0
45;21;18;76;3;3;0
45;22;15;56;5;1;0
45;23;17;101;3;0;0
45;24;9;40;2;0;0
45;25;27;71;3;1;0
45;26;18;52;4;1;1
45;27;9;30;1;0;1
45;28;14;36;4;0;0
45;29;19;77;6;4;0
45;30;7;19;0;0;0
45;31;11;42;0;1;2
45;32;24;79;4;0;0
45;33;23;70;8;0;0
45;34;27;87;8;1;0
45;35;19;51;4;2;0
45;36;20;56;4;1;2
45;37;15;59;2;0;0
45;38;13;40;1;0;0
45;39;20;71;6;0;4
45;40;22;70;6;3;0
45;41;12;43;3;1;0
45;42;23;66;4;2;1
45;43;11;56;0;0;0
45;44;24;102;0;3;0
45;45;4;9;0;0;0
45;46;12;33;4;0;2
45;47;19;86;7;2;0
45;48;11;42;3;0;0
45;49;17;99;4;0;0
45;50;14;37;2;0;0
45;51;7;19;3;1;0
45;52;26;84;10;2;0
45;53;9;47;3;0;0
45;54;10;66;4;0;0
45;55;13;45;6;0;0
45;56;19;68;9;0;0
45;57;11;79;2;0;0
45;58;20;91;5;2;2
45;59;24;96;3;3;3
45;60;26;85;7;2;0
46;1;23;96;11;3;0
46;2;40;104;7;9;0
46;3;44;106;3;3;2
46;4;44;131;7;1;0
46;5;32;77;1;0;1
46;6;44;111;2;1;0
46;7;38;99;12;1;0
46;8;27;97;4;2;0
46;9;31;82;4;1;0
46;10;21;91;1;1;0
46;11;21;66;1;2;0
46;12;12;65;2;0;0
46;13;17;63;3;0;0
46;14;27;109;10;0;0
46;15;42;120;12;6;0
46;16;32;99;8;3;0
46;17;20;83;4;0;0
46;18;24;85;0;2;0
46;19;30;120;0;4;0
46;20;29;90;4;0;0
46;21;20;83;1;1;1
46;22;24;88;3;0;0
46;23;14;50;4;0;1
46;24;27;87;4;2;0
46;25;23;62;5;1;3
46;26;29;91;5;1;0
46;27;21;57;4;0;1
46;28;34;82;9;1;0
46;29;26;77;6;1;0
46;30;18;72;8;2;0
46;31;16;77;3;0;0
46;32;32;99;5;1;0
46;33;30;93;6;1;0
46;34;24;73;10;2;0
46;35;23;66;6;1;1
46;36;18;70;0;2;0
46;37;21;75;1;1;0
46;38;16;57;0;3;1
46;39;16;64;3;1;0
46;40;31;73;5;1;0
46;41;27;86;3;0;0
46;42;18;60;4;0;0
46;43;21;51;2;2;0
46;44;6;14;1;1;0
46;45;25;78;12;0;0
46;46;36;116;7;1;0
46;47;21;77;0;1;0
46;48;24;87;9;1;0
46;49;21;68;8;0;0
46;50;34;104;12;1;0
46;51;28;87;2;1;0
46;52;17;62;3;0;0
46;53;17;49;4;4;0
46;54;23;63;2;7;0
46;55;24;81;2;0;1
46;56;32;79;6;0;0
46;57;35;104;6;2;0
46;58;35;94;11;4;1
46;59;40;95;10;2;0
46;60;48;114;21;7;0
48;1;5;37;2;0;0
48;2;7;29;2;0;0
48;3;14;60;4;0;0
48;4;11;72;5;2;0
48;5;12;60;4;0;0
48;6;16;66;7;0;0
48;7;24;111;7;5;0
48;8;18;50;3;4;0
48;9;14;52;2;3;0
48;10;16;42;7;0;0
48;11;16;51;7;0;0
48;12;18;67;7;3;0
48;13;15;70;4;2;0
48;14;15;55;0;2;0
48;15;17;61;0;4;0
48;16;15;41;0;0;0
48;17;20;81;2;2;1
48;18;23;60;1;5;0
48;19;17;49;0;2;1
48;20;28;109;0;0;0
48;21;26;89;0;1;0
48;22;19;78;1;0;0
48;23;16;58;1;0;0
48;24;15;59;2;0;1
48;25;19;86;4;1;0
48;26;19;85;2;0;0
48;27;12;49;2;0;0
48;28;16;69;1;1;0
48;29;14;56;3;1;0
48;30;18;66;4;1;0
48;31;7;23;3;2;0
48;32;9;26;4;1;1
48;33;14;49;4;2;2
48;34;24;67;8;4;0
48;35;24;87;11;1;0
48;36;26;77;10;0;0
48;37;11;39;5;1;2
48;38;15;48;5;3;1
48;39;9;28;4;1;0
48;40;21;64;8;2;0
48;41;17;59;6;2;1
48;42;19;58;5;4;0
48;43;19;57;9;0;0
48;44;17;55;6;1;1
48;45;25;85;11;2;0
48;46;23;66;7;1;2
48;47;10;37;1;0;0
48;48;12;38;2;0;1
48;49;18;93;0;0;0
48;50;19;105;0;0;0
48;51;12;66;0;0;0
48;52;11;84;1;0;0
48;53;14;59;4;0;0
48;54;18;52;2;2;1
48;55;11;38;0;0;1
48;56;14;44;3;3;0
48;57;20;69;2;0;0
48;58;8;70;0;0;0
48;59;16;108;0;1;0
48;60;26;85;4;0;1
49;1;12;42;3;1;0
49;2;12;39;5;0;0
49;3;20;43;3;3;0
49;4;23;70;11;0;0
49;5;18;58;3;0;0
49;6;23;75;4;0;0
49;7;22;62;10;3;0
49;8;32;61;8;0;0
49;9;25;61;7;0;0
49;10;20;52;3;1;0
49;11;15;33;5;2;1
49;12;13;38;2;0;0
49;13;13;33;1;0;0
49;14;25;66;9;0;0
49;15;15;64;2;0;0
49;16;5;12;1;0;0
49;17;15;39;5;0;0
49;18;19;112;0;0;0
49;19;16;77;1;0;0
49;20;13;52;0;5;0
49;21;10;46;2;0;0
49;22;20;67;2;1;0
49;23;9;56;3;1;0
49;24;12;42;3;0;0
49;25;13;34;3;1;0
49;26;21;58;6;0;0
49;27;20;64;8;0;0
49;28;19;41;7;3;0
49;29;22;70;3;4;0
49;30;16;41;1;4;0
49;31;17;26;3;2;1
49;32;22;80;5;0;6
49;33;20;53;3;0;1
49;34;24;59;8;2;0
49;35;5;42;2;0;0
49;36;3;16;0;0;0
49;37;10;81;0;0;0
49;38;20;57;0;1;0
49;39;15;56;0;0;0
49;40;15;44;3;3;0
49;41;31;81;6;2;0
49;42;7;23;1;0;0
49;43;17;49;2;1;1
49;44;23;51;5;7;0
49;45;23;54;5;1;0
49;46;26;65;11;2;0
49;47;14;55;1;3;0
49;48;11;101;0;2;0
49;49;21;82;1;0;1
49;50;27;67;1;3;0
49;51;24;65;12;0;1
49;52;27;60;10;2;0
49;53;37;70;17;2;3
49;54;27;57;8;2;0
49;55;23;55;9;0;0
51;1;33;82;13;6;0
51;2;26;66;10;5;0
51;3;17;58;3;1;0
51;4;23;90;7;7;0
51;5;41;96;14;3;0
51;6;34;81;6;6;0
51;7;32;87;14;4;0
51;8;14;49;6;1;0
51;9;23;68;10;4;0
51;10;21;72;10;2;0
51;11;20;56;3;0;3
51;12;18;51;7;1;4
51;13;21;77;7;3;0
51;14;23;66;4;0;0
51;15;12;27;5;0;1
51;16;7;24;3;0;0
51;17;24;76;6;3;0
51;18;29;78;10;1;1
51;19;19;84;5;0;0
51;20;7;14;3;1;0
51;21;18;60;8;1;3
51;22;15;79;4;1;2
51;23;17;49;6;1;0
51;24;25;100;11;2;0
51;25;19;69;8;1;0
51;26;20;81;9;0;0
51;27;10;55;4;1;0
51;28;12;39;5;2;0
51;29;25;69;10;2;0
51;30;13;60;4;0;0
51;31;15;57;3;2;0
51;32;24;77;7;8;0
51;33;15;77;3;1;1
51;34;24;50;9;5;0
51;35;19;68;7;2;0
51;36;23;72;7;1;1
51;37;25;96;10;8;0
51;38;31;88;6;5;1
51;39;16;93;6;2;0
51;40;18;54;8;4;1
51;41;19;51;9;9;2
51;42;31;96;6;10;2
51;43;11;31;5;2;2
51;44;22;93;7;1;3
51;45;13;87;3;4;1
51;46;22;78;7;3;0
51;47;22;61;6;4;1
51;48;26;81;6;8;0
51;49;21;58;9;0;1
51;50;25;65;10;2;0
51;51;16;58;7;2;0
51;52;12;66;6;0;0
51;53;14;46;4;0;0
51;54;13;36;5;1;0
51;55;23;49;8;2;0
51;56;25;77;9;0;0
51;57;18;80;6;0;1
51;58;21;80;5;1;0
51;59;24;66;9;1;0
51;60;39;91;19;3;0
52;1;30;92;10;1;0
52;2;38;113;3;0;0
52;3;33;124;2;2;0
52;4;35;134;7;4;0
52;5;35;97;10;0;0
52;6;32;129;1;1;0
52;7;31;118;6;1;0
52;8;30;94;6;0;0
52;9;32;100;1;1;0
52;10;40;111;1;1;0
52;11;27;84;2;1;2
52;12;27;82;8;1;1
52;13;27;82;4;0;0
52;14;38;95;4;3;0
52;15;41;114;11;1;0
52;16;29;96;7;1;0
52;17;38;141;9;2;0
52;18;27;88;3;1;0
52;19;30;99;5;1;0
52;20;24;82;4;0;0
52;21;32;114;4;6;1
52;22;16;70;1;1;1
52;23;11;54;0;0;0
52;24;23;93;5;2;0
52;25;19;71;1;2;1
52;26;24;78;3;3;0
52;27;27;103;9;3;0
52;28;36;113;7;1;1
52;29;40;118;12;13;0
52;30;29;111;4;1;2
52;31;27;93;9;1;0
52;32;23;74;7;1;0
52;33;27;78;9;5;0
52;34;30;81;8;2;0
52;35;25;65;9;2;3
52;36;34;101;7;5;1
52;37;36;78;7;1;1
52;38;37;103;5;6;0
52;39;33;86;12;2;0
52;40;24;68;11;1;0
52;41;23;58;8;2;0
52;42;31;65;11;2;1
52;43;29;84;8;3;1
52;44;26;142;7;0;1
52;45;27;77;3;1;0
52;46;20;72;6;3;0
52;47;28;78;11;3;0
52;48;13;64;6;0;0
52;49;20;66;6;0;0
52;50;22;64;7;0;1
52;51;19;73;8;1;0
52;52;29;71;8;2;1
52;53;12;50;2;0;0
52;54;30;79;5;0;1
52;55;25;63;12;3;0
53;1;49;99;17;3;15
53;2;46;84;14;4;1
53;3;42;85;12;1;8
53;4;34;86;2;0;0
53;5;33;68;3;0;0
53;6;26;58;0;0;3
53;7;44;84;1;4;2
53;8;43;85;4;1;3
53;9;48;97;8;4;1
53;10;49;91;6;5;0
53;11;54;100;3;1;0
53;12;34;71;9;0;9
53;13;34;80;2;1;0
53;14;36;77;7;1;2
53;15;28;62;10;1;3
53;16;46;116;18;2;6
53;17;32;73;10;0;2
53;18;37;79;4;1;6
53;19;33;80;10;2;0
53;20;31;62;2;0;0
53;21;33;66;9;1;2
53;22;29;57;3;0;1
53;23;46;86;19;7;0
53;24;31;73;7;3;2
53;25;49;99;7;4;5
53;26;36;76;4;0;2
53;27;56;105;7;12;0
53;28;32;75;12;0;2
53;29;36;75;14;0;0
53;30;33;76;12;0;0
53;31;32;85;5;0;4
53;32;11;36;0;2;0
53;33;19;47;3;0;0
53;34;20;52;6;0;3
53;35;39;63;2;1;0
53;36;33;70;6;0;0
53;37;28;70;9;3;0
53;38;42;81;12;2;0
53;39;48;81;18;0;0
53;40;36;59;17;1;2
53;41;30;69;9;2;1
53;42;31;71;5;2;0
53;43;45;77;6;2;0
53;44;42;77;14;7;1
53;45;24;60;9;0;0
53;46;32;74;12;4;0
53;47;30;80;13;3;0
53;48;45;89;15;1;2
53;49;33;73;12;0;4
53;50;25;60;12;0;1
53;51;17;37;7;0;0
53;52;28;52;13;0;3
53;53;36;80;11;1;1
53;54;41;71;16;2;2
53;55;24;55;7;2;0
53;56;27;56;12;0;0
53;57;23;40;8;1;0
53;58;27;74;11;0;1
53;59;40;91;13;1;1
53;60;25;52;7;0;2
54;1;14;37;6;0;0
54;2;13;37;0;0;0
54;3;14;40;2;0;1
54;4;29;69;4;1;1
54;5;11;50;1;0;3
54;6;29;60;1;0;1
54;7;24;44;6;1;0
54;8;20;45;2;0;0
54;9;21;56;8;0;0
54;10;21;42;2;1;0
54;11;25;48;2;0;1
54;12;21;45;6;1;0
54;13;17;38;6;2;0
54;14;20;45;6;0;0
54;15;21;44;10;0;0
54;16;26;57;6;0;0
54;17;17;42;4;0;0
54;18;18;43;7;1;7
54;19;31;56;9;0;8
54;20;21;59;1;0;0
54;21;17;28;3;0;1
54;22;20;51;5;0;0
54;23;20;43;9;0;0
54;24;23;57;5;1;0
54;25;14;38;0;0;0
54;26;18;40;8;0;0
54;27;9;16;3;0;0
54;28;34;69;7;1;2
54;29;25;54;9;1;2
54;30;29;64;9;0;0
54;31;21;42;9;0;0
54;32;20;49;5;0;4
54;33;14;32;4;0;2
54;34;22;40;7;0;1
54;35;8;22;4;0;1
54;36;11;41;4;0;0
54;37;22;49;8;0;0
54;38;23;71;8;0;0
54;39;22;45;10;0;3
54;40;42;67;21;0;0
54;41;23;52;8;0;0
54;42;21;59;10;0;0
54;43;15;40;1;0;2
54;44;25;49;6;0;0
54;45;27;61;8;0;0
54;46;19;52;3;0;0
54;47;13;45;5;0;0
54;48;16;39;5;0;0
54;49;19;36;9;0;0
54;50;9;25;1;0;0
54;51;8;17;3;0;0
54;52;24;55;6;0;0
54;53;18;40;7;0;0
54;54;12;27;5;0;0
54;55;8;27;1;0;0
54;56;8;61;0;0;0
54;57;2;10;1;0;0
54;58;11;47;2;0;0
54;59;15;41;4;0;0
54;60;23;60;9;0;0
56;1;33;88;5;5;7
56;2;17;51;1;1;2
56;3;19;66;1;2;2
56;4;29;77;2;1;8
56;5;34;80;0;1;0
56;6;34;94;0;2;1
56;7;39;105;1;2;7
56;8;36;93;1;3;3
56;9;24;48;1;3;1
56;10;26;68;1;2;5
56;11;25;68;3;7;5
56;12;26;97;0;2;3
56;13;24;67;0;2;1
56;14;11;29;0;1;1
56;15;18;74;0;2;5
56;16;29;91;0;0;15
56;17;30;75;0;4;3
56;18;20;61;0;0;1
56;19;15;54;0;0;1
56;20;23;75;0;0;1
56;21;18;57;0;0;0
56;22;32;85;5;1;3
56;23;19;49;0;2;0
56;24;25;76;1;0;4
56;25;12;47;0;0;1
56;26;21;59;0;0;3
56;27;38;85;4;3;7
56;28;25;80;2;0;3
56;29;17;35;2;3;3
56;30;24;57;1;5;2
56;31;35;76;4;5;6
56;32;31;83;3;5;1
56;33;22;54;6;2;0
56;34;41;93;7;7;2
56;35;27;68;6;1;0
56;36;49;121;10;6;8
56;37;52;117;4;4;6
56;38;37;92;6;6;4
56;39;33;79;2;3;5
56;40;24;51;0;5;1
56;41;22;62;1;2;0
56;42;21;63;1;0;1
56;43;19;44;3;1;5
56;44;32;92;4;0;13
56;45;21;51;2;0;2
56;46;25;63;2;0;0
56;47;11;35;0;1;0
56;48;20;50;5;3;3
56;49;24;76;4;4;5
56;50;26;72;7;5;1
56;51;27;71;5;5;0
56;52;22;63;4;3;2
56;53;8;25;2;1;0
56;54;13;36;5;3;3
56;55;32;81;7;1;8
56;56;27;67;6;3;5
56;57;24;78;6;5;4
56;58;14;36;2;3;3
56;59;29;74;7;6;2
56;60;28;62;3;4;5
57;1;17;49;3;2;0
57;2;25;67;3;0;0
57;3;37;78;14;0;0
57;4;17;48;3;0;0
57;5;45;89;14;1;4
57;6;43;86;12;0;0
57;7;41;74;9;0;1
57;8;24;56;6;0;3
57;9;23;57;6;0;2
57;10;35;78;3;1;0
57;11;35;78;8;0;0
57;12;42;75;7;2;0
57;13;52;94;4;1;0
57;14;23;54;2;0;0
57;15;32;69;7;0;0
57;16;24;63;5;1;0
57;17;44;74;13;0;1
57;18;29;62;7;1;0
57;19;23;55;4;1;1
57;20;26;53;3;1;0
57;21;33;75;5;0;1
57;22;12;45;6;0;0
57;23;20;55;8;0;0
57;24;16;63;8;1;2
57;25;9;14;1;0;0
57;26;27;95;5;0;0
57;27;37;69;3;0;0
57;28;46;86;6;0;0
57;29;35;85;3;1;0
57;30;27;45;0;0;0
57;31;44;83;1;0;0
57;32;36;84;0;1;0
57;33;34;77;0;1;0
57;34;31;76;5;0;0
57;35;34;75;6;0;6
57;36;26;58;4;0;0
57;37;21;67;6;1;0
57;38;11;50;2;0;1
57;39;27;82;4;0;0
57;40;30;62;7;0;0
57;41;46;95;11;1;1
57;42;39;85;13;0;0
57;43;41;84;20;1;1
57;44;53;91;16;0;0
57;45;36;77;9;0;0
57;46;23;69;4;0;0
57;47;24;60;8;0;0
57;48;38;78;13;0;0
57;49;40;84;7;0;3
57;50;23;68;6;0;0
57;51;21;55;5;0;0
57;52;22;70;6;0;1
57;53;12;50;0;0;2
57;54;18;52;3;0;2
57;55;26;71;7;0;0
57;56;32;69;14;1;0
57;57;37;83;13;0;0
57;58;19;57;6;0;0
57;59;27;66;10;0;0
57;60;40;84;17;0;0
58;1;23;70;8;0;1
58;2;19;58;2;0;0
58;3;39;89;0;1;0
58;4;24;65;0;0;0
58;5;27;63;2;0;0
58;6;28;76;0;0;0
58;7;45;99;12;0;1
58;8;14;52;2;0;1
58;9;19;54;3;0;0
58;10;11;41;1;0;0
58;11;18;57;3;0;0
58;12;18;58;4;0;0
58;13;30;92;8;5;0
58;14;19;48;6;0;2
58;15;21;72;5;1;0
58;16;26;65;8;0;0
58;17;38;82;12;2;0
58;18;21;58;6;0;0
58;19;21;62;6;0;1
58;20;21;73;5;0;0
58;21;12;66;3;0;0
58;22;10;50;1;0;0
58;23;20;46;7;2;0
58;24;12;57;0;0;0
58;25;17;53;5;0;0
58;26;13;36;5;0;0
58;27;34;79;12;0;0
58;28;18;41;6;3;0
58;29;19;64;2;0;3
58;30;24;69;4;1;0
58;31;10;32;5;0;0
58;32;9;26;0;0;0
58;33;9;27;3;1;0
58;34;12;34;4;0;3
58;35;10;39;2;0;0
58;36;11;45;4;0;1
58;37;5;58;2;0;0
58;38;15;49;6;1;0
58;39;14;53;6;0;0
58;40;23;57;10;1;0
58;41;19;42;9;0;0
58;42;17;41;8;0;0
58;43;14;54;5;0;0
58;44;13;33;2;0;0
58;45;15;47;5;0;0
58;46;9;38;1;0;0
58;47;7;33;3;0;0
58;48;23;54;10;0;0
58;49;7;30;0;0;0
58;50;13;67;5;0;0
58;51;5;40;1;0;3
58;52;10;41;4;0;0
58;53;5;26;2;0;0
58;54;13;41;6;0;0
58;55;13;42;6;0;3
58;56;3;8;1;0;0
58;57;9;49;3;0;0
58;58;3;8;1;0;0
58;59;18;54;5;0;0
58;60;15;58;6;0;0
59;1;29;68;8;2;6
59;2;21;57;3;4;6
59;3;13;41;2;4;0
59;4;19;54;1;3;6
59;5;17;52;1;5;3
59;6;17;52;3;3;1
59;7;32;75;0;2;5
59;8;17;49;0;4;2
59;9;19;60;1;1;4
59;10;12;24;1;5;0
59;11;30;60;2;1;1
59;12;16;53;3;0;2
59;13;23;58;1;4;4
59;14;9;28;0;0;2
59;15;18;48;1;3;1
59;16;24;76;0;3;6
59;17;17;48;3;2;2
59;18;8;20;1;3;3
59;19;28;75;3;6;4
59;20;24;66;0;6;2
59;21;32;88;0;4;7
59;22;13;41;0;3;4
59;23;21;61;1;4;9
59;24;10;48;1;4;2
59;25;20;57;2;6;6
59;26;17;56;0;1;4
59;27;20;49;1;6;0
59;28;16;42;0;3;2
59;29;28;73;0;9;5
59;30;17;41;2;0;8
59;31;23;56;0;4;2
59;32;19;67;0;3;0
59;33;14;38;0;4;7
59;34;15;41;1;2;8
59;35;7;44;3;0;4
59;36;18;54;1;4;5
59;37;24;63;3;2;7
59;38;16;47;0;0;1
59;39;17;44;0;3;6
59;40;5;11;1;0;0
59;41;15;37;2;5;2
59;42;22;49;2;6;5
59;43;45;93;1;12;5
59;44;21;54;5;7;3
59;45;34;82;1;3;10
59;46;24;69;6;7;4
59;47;21;46;2;0;3
59;48;27;63;4;5;4
59;49;21;58;2;3;6
59;50;2;8;0;0;1
59;51;40;101;4;6;4
59;52;6;17;2;1;0
59;53;22;48;2;5;3
59;54;15;43;1;1;4
59;55;12;37;1;4;3
59;56;7;24;0;2;2
59;57;8;22;1;1;0
59;58;16;32;2;4;3
59;59;17;42;1;4;5
59;60;15;41;0;3;1
60;1;22;47;9;1;0
60;2;14;44;2;0;1
60;3;18;50;2;0;0
60;4;17;59;2;0;0
60;5;8;54;0;0;0
60;6;26;61;13;0;0
60;7;32;70;12;1;0
60;8;21;53;5;2;0
60;9;18;49;4;0;0
60;10;12;39;6;0;0
60;11;21;59;1;1;0
60;12;3;15;1;0;0
60;13;12;37;5;0;0
60;14;22;65;2;0;2
60;15;15;53;5;0;0
60;16;16;52;0;0;0
